CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;CdMethode;NomLongMethodePrel;DateDebutOperationPrelBio;HeureDebutOperationPrelBio;DateFinOperationPrelbio;HeureFinOperationPrelBio;CdProducteur;NomProducteur;CdPreleveur;NomPreleveur;CdDeterminateur;NomDéterminateur;CodeSandreRdd;NomRdd;CdStatutResBioOperationPrelBio;MnemoStatutResBioOperationPrelBio;CdQualResBioOperationPrelBio;LbQualResBioOperationPrelBio;RefOperationPrelBio;ObjOperationPrelBio;LongProspecOperationPrelBio;LargeurMoyLameEauOperationPrelBio;HMoyLamOperationPrelBio;SurfTotProspecteeOperationPrelBio
02025100;LE GIESSEN À EBERSHEIM;003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-06-04;11:31:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089796;;;;;
02025200;LE MAERDERGRABEN À EBERSMUNSTER (WILLERHOF);005;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-06-04;09:20:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000063;Contrôles opérationnels des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089797;;;;;
02025700;LA LUTTER À BENFELD;003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-01;11:38:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000106;Réseau de Référence Pérenne de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083002;;;;;
02025700;LA LUTTER À BENFELD;003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-05;08:50:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000106;Réseau de Référence Pérenne de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089798;;;;;
02026200;LA ZEMBS À HILSENHEIM;010;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-01;08:40:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000106;Réseau de Référence Pérenne de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083003;;;;;
02026200;LA ZEMBS À HILSENHEIM;010;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-05;10:28:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000106;Réseau de Référence Pérenne de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089799;;;;;
02026500;LA ZEMBS À KRAFFT;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-03;08:35:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083004;;;;;
02026500;LA ZEMBS À KRAFFT;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-12;12:25:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089800;;;;;
02028000;L'ANDLAU À ANDLAU;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-01;14:15:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054/0200000058;Contrôle de surveillance des cours d'eau du bassin Rhin/Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083005;;;;;
02028000;L'ANDLAU À ANDLAU;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-04;13:30:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054/0200000058;Contrôle de surveillance des cours d'eau du bassin Rhin/Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089801;;;;;
02028300;LA SCHERNETZ À EPFIG;004;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-05-20;10:30:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054;Contrôle de surveillance des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7082953;;;;;
02028300;LA SCHERNETZ À EPFIG;004;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-06-03;17:36:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054;Contrôle de surveillance des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089802;;;;;
02028500;LA SCHEER À BOLSENHEIM;001;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-03;10:35:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083006;;;;;
02028500;LA SCHEER À BOLSENHEIM;001;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-12;11:07:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058/0200000063;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse/Contrôles opérationnels des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089803;;;;;
02029000;L'ANDLAU À FEGERSHEIM;019;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-02;14:55:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083007;;;;;
02029000;L'ANDLAU À FEGERSHEIM;019;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-09-01;11:43:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089804;;;;;
02029160;L'EHN À BOERSCH;001;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-01;17:30:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000106;Réseau de Référence Pérenne de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083008;;;;;
02029160;L'EHN À BOERSCH;001;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-04;11:18:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000106;Réseau de Référence Pérenne de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089805;;;;;
02030200;L'EHN À MEISTRATZHEIM;006;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-02;08:30:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054;Contrôle de surveillance des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083009;;;;;
02030200;L'EHN À MEISTRATZHEIM;006;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-12;09:20:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054;Contrôle de surveillance des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089806;;;;;
02030310;LE ROSENMEER À INNENHEIM;003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-02;10:45:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000063;Contrôles opérationnels des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083010;;;;;
02030500;L'EHN À GEISPOLSHEIM (B);004;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-02;13:24:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083011;;;;;
02030500;L'EHN À GEISPOLSHEIM (B);004;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-11;17:35:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089807;;;;;
02031400;LA BRUCHE À SAINT-BLAISE-LA-ROCHE;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-01;16:35:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083012;;;;;
02031400;LA BRUCHE À SAINT-BLAISE-LA-ROCHE;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-10;11:00:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089808;;;;;
02031650;LE NETZENBACH À LUTZELHOUSE;003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-01;16:00:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000106;Réseau de Référence Pérenne de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083013;;;;;
02031650;LE NETZENBACH À LUTZELHOUSE;003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-10;14:59:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000106;Réseau de Référence Pérenne de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089809;;;;;
02032000;LA BRUCHE À GRESSWILLER;012;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-01;13:40:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054/0200000058;Contrôle de surveillance des cours d'eau du bassin Rhin/Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083014;;;;;
02032000;LA BRUCHE À GRESSWILLER;012;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-09-08;10:55:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054/0200000058;Contrôle de surveillance des cours d'eau du bassin Rhin/Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089810;;;;;
02035000;LA MOSSIG À SOULTZ-LES-BAINS;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-01;08:30:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083015;;;;;
02035000;LA MOSSIG À SOULTZ-LES-BAINS;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-11;11:57:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089811;;;;;
02035750;LE BRAS D'ALTORF À DUPPIGHEIM;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-01;11:35:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000063;Contrôles opérationnels des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083016;;;;;
02036000;LA BRUCHE À HOLTZHEIM;003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-06-30;16:40:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083017;;;;;
02036000;LA BRUCHE À HOLTZHEIM;003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-11;15:18:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089812;;;;;
02037400;LA SOUFFEL À MUNDOLSHEIM (AMONT);003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-06-30;14:06:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054;Contrôle de surveillance des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083018;;;;;
02037400;LA SOUFFEL À MUNDOLSHEIM (AMONT);003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-09-01;08:40:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054;Contrôle de surveillance des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089813;;;;;
02037500;LA SOUFFEL À MUNDOLSHEIM;003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-06-30;12:00:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083019;;;;;
02037500;LA SOUFFEL À MUNDOLSHEIM;003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-09-01;09:54:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089814;;;;;
02041000;LA MODER À INGWILLER;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-06-30;12:45:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083020;;;;;
02041000;LA MODER À INGWILLER;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-09-03;08:50:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089815;;;;;
02041100;LA MODER À MENCHHOFFEN;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-06-30;15:15:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000063;Contrôles opérationnels des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083021;;;;;
02041230;LE WAPPACHGRABEN À OBERMODERN-ZUTZENDORF;007;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-09-03;11:00:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000063;Contrôles opérationnels des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089816;;;;;
02041650;LA ZINSEL DU NORD À ZINSWILLER;003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-06-30;17:30:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054/0200000058;Contrôle de surveillance des cours d'eau du bassin Rhin/Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083022;;;;;
02041650;LA ZINSEL DU NORD À ZINSWILLER;003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-09-02;16:40:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054/0200000058;Contrôle de surveillance des cours d'eau du bassin Rhin/Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089817;;;;;
02041750;LE SCHWARZBACH À REICHSHOFFEN;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-02;18:16:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083023;;;;;
